season,Player,Player_ID,Team,Matches,Batting_Runs,Batting_Balls,Batting_Dismissals,Batting_Average,Strike_Rate,Fours,Sixes,Bowling_Balls,Overs,Bowling_Runs_Conceded,Bowling_Wickets,Bowling_Strike_Rate,Economy,Dot_Balls,Dot_Ball_Pct,Team_Matches,Team_Wins,Team_Losses,Team_No_Results,Team_Win_Pct,Team_Points,ESPN_Player_ID,Photo_URL,ESPN_Profile_URL
2020/21,LH Ferguson,2f9d0389,Kolkata Knight Riders,5,43,29,1,43.0,148.28,4,1,122,20.33,150,8,15.25,7.38,47,38.52,14,6,7,1,46.15,13,2f9d0389,https://a.espncdn.com/i/headshots/cricket/players/full/2f9d0389.png,https://www.espncricinfo.com/cricketers/lh-ferguson-2f9d0389
2020/21,M Ashwin,e2db2409,Kings XI Punjab,9,4,4,1,4.0,100.0,0,0,189,31.5,235,10,18.9,7.46,68,35.98,14,5,7,2,41.67,12,e2db2409,https://a.espncdn.com/i/headshots/cricket/players/full/e2db2409.png,https://www.espncricinfo.com/cricketers/m-ashwin-e2db2409
2020/21,M Prasidh Krishna,85e0cf10,Kolkata Knight Riders,6,2,4,0,,50.0,0,0,105,17.5,164,4,26.25,9.37,35,33.33,14,6,7,1,46.15,13,85e0cf10,https://a.espncdn.com/i/headshots/cricket/players/full/85e0cf10.png,https://www.espncricinfo.com/cricketers/m-prasidh-krishna-85e0cf10
2020/21,M Vijay,4b57e452,Chennai Super Kings,3,32,43,3,10.67,74.42,4,0,0,,0,0,,,0,,14,6,8,0,42.86,12,4b57e452,https://a.espncdn.com/i/headshots/cricket/players/full/4b57e452.png,https://www.espncricinfo.com/cricketers/m-vijay-4b57e452
2020/21,MA Agarwal,00ea847a,Kings XI Punjab,11,432,272,10,43.2,158.82,46,15,0,,0,0,,,0,,14,5,7,2,41.67,12,00ea847a,https://a.espncdn.com/i/headshots/cricket/players/full/00ea847a.png,https://www.espncricinfo.com/cricketers/ma-agarwal-00ea847a
2020/21,MJ Santner,e4a0deae,Chennai Super Kings,2,0,0,0,,,0,0,42,7.0,53,2,21.0,7.57,12,28.57,14,6,8,0,42.86,12,e4a0deae,https://a.espncdn.com/i/headshots/cricket/players/full/e4a0deae.png,https://www.espncricinfo.com/cricketers/mj-santner-e4a0deae
2020/21,MK Lomror,da934ee8,Rajasthan Royals,3,59,54,3,19.67,109.26,2,3,0,,0,0,,,0,,14,6,8,0,42.86,12,da934ee8,https://a.espncdn.com/i/headshots/cricket/players/full/da934ee8.png,https://www.espncricinfo.com/cricketers/mk-lomror-da934ee8
2020/21,MK Pandey,93b4fc78,Sunrisers Hyderabad,16,425,333,13,32.69,127.63,35,18,0,,0,0,,,0,,16,8,7,1,53.33,17,93b4fc78,https://a.espncdn.com/i/headshots/cricket/players/full/93b4fc78.png,https://www.espncricinfo.com/cricketers/mk-pandey-93b4fc78
2020/21,MM Ali,bb351c23,Royal Challengers Bangalore,3,12,16,3,4.0,75.0,1,0,30,5.0,42,1,30.0,8.4,8,26.67,15,6,8,1,42.86,13,bb351c23,https://a.espncdn.com/i/headshots/cricket/players/full/bb351c23.png,https://www.espncricinfo.com/cricketers/mm-ali-bb351c23
2020/21,MM Sharma,759ac88f,Delhi Capitals,1,0,0,0,,,0,0,24,4.0,45,1,24.0,11.25,7,29.17,17,8,8,1,50.0,17,759ac88f,https://a.espncdn.com/i/headshots/cricket/players/full/759ac88f.png,https://www.espncricinfo.com/cricketers/mm-sharma-759ac88f
2020/21,MP Stoinis,d9273ee7,Delhi Capitals,17,352,235,15,23.47,149.79,31,16,178,29.67,283,13,13.69,9.54,46,25.84,17,8,8,1,50.0,17,d9273ee7,https://a.espncdn.com/i/headshots/cricket/players/full/d9273ee7.png,https://www.espncricinfo.com/cricketers/mp-stoinis-d9273ee7
2020/21,MR Marsh,3d8feaf8,Sunrisers Hyderabad,1,0,1,1,0.0,0.0,0,0,4,0.67,6,0,,9.0,1,25.0,16,8,7,1,53.33,17,3d8feaf8,https://a.espncdn.com/i/headshots/cricket/players/full/3d8feaf8.png,https://www.espncricinfo.com/cricketers/mr-marsh-3d8feaf8
2020/21,MS Dhoni,4a8a2e3b,Chennai Super Kings,14,200,172,8,25.0,116.28,16,7,0,,0,0,,,0,,14,6,8,0,42.86,12,4a8a2e3b,https://a.espncdn.com/i/headshots/cricket/players/full/4a8a2e3b.png,https://www.espncricinfo.com/cricketers/ms-dhoni-4a8a2e3b
2020/21,Mandeep Singh,c3a96caf,Kings XI Punjab,7,130,109,6,21.67,119.27,10,4,0,,0,0,,,0,,14,5,7,2,41.67,12,c3a96caf,https://a.espncdn.com/i/headshots/cricket/players/full/c3a96caf.png,https://www.espncricinfo.com/cricketers/mandeep-singh-c3a96caf
2020/21,Mohammad Nabi,62af8546,Sunrisers Hyderabad,1,11,8,1,11.0,137.5,2,0,24,4.0,23,0,,5.75,4,16.67,16,8,7,1,53.33,17,62af8546,https://a.espncdn.com/i/headshots/cricket/players/full/62af8546.png,https://www.espncricinfo.com/cricketers/mohammad-nabi-62af8546
2020/21,Mohammed Shami,8cf9814c,Kings XI Punjab,14,2,3,1,2.0,66.67,0,0,330,55.0,468,20,16.5,8.51,134,40.61,14,5,7,2,41.67,12,8cf9814c,https://a.espncdn.com/i/headshots/cricket/players/full/8cf9814c.png,https://www.espncricinfo.com/cricketers/mohammed-shami-8cf9814c
2020/21,Mohammed Siraj,2f49c897,Royal Challengers Bangalore,9,17,14,1,17.0,121.43,2,0,163,27.17,236,11,14.82,8.69,72,44.17,15,6,8,1,42.86,13,2f49c897,https://a.espncdn.com/i/headshots/cricket/players/full/2f49c897.png,https://www.espncricinfo.com/cricketers/mohammed-siraj-2f49c897
2020/21,Monu Kumar,fb24e76c,Chennai Super Kings,1,0,0,0,,,0,0,12,2.0,20,0,,10.0,4,33.33,14,6,8,0,42.86,12,fb24e76c,https://a.espncdn.com/i/headshots/cricket/players/full/fb24e76c.png,https://www.espncricinfo.com/cricketers/monu-kumar-fb24e76c
2020/21,Mujeeb Ur Rahman,7d92277a,Kings XI Punjab,2,1,3,1,1.0,33.33,0,0,48,8.0,83,0,,10.38,12,25.0,14,5,7,2,41.67,12,7d92277a,https://a.espncdn.com/i/headshots/cricket/players/full/7d92277a.png,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-7d92277a
2020/21,N Jagadeesan,bd54eef5,Chennai Super Kings,5,33,29,2,16.5,113.79,4,0,0,,0,0,,,0,,14,6,8,0,42.86,12,bd54eef5,https://a.espncdn.com/i/headshots/cricket/players/full/bd54eef5.png,https://www.espncricinfo.com/cricketers/n-jagadeesan-bd54eef5
2020/21,N Pooran,3241e3fd,Kings XI Punjab,14,353,209,13,27.15,168.9,23,25,0,,0,0,,,0,,14,5,7,2,41.67,12,3241e3fd,https://a.espncdn.com/i/headshots/cricket/players/full/3241e3fd.png,https://www.espncricinfo.com/cricketers/n-pooran-3241e3fd
2020/21,N Rana,fb2d1dda,Kolkata Knight Riders,14,352,254,13,27.08,138.58,43,12,12,2.0,23,0,,11.5,0,0.0,14,6,7,1,46.15,13,fb2d1dda,https://a.espncdn.com/i/headshots/cricket/players/full/fb2d1dda.png,https://www.espncricinfo.com/cricketers/n-rana-fb2d1dda
2020/21,NM Coulter-Nile,56ab442f,Mumbai Indians,7,25,15,1,25.0,166.67,4,0,156,26.0,206,5,31.2,7.92,69,44.23,16,11,3,2,78.57,24,56ab442f,https://a.espncdn.com/i/headshots/cricket/players/full/56ab442f.png,https://www.espncricinfo.com/cricketers/nm-coulter-nile-56ab442f
2020/21,NS Naik,aedc3b7c,Kolkata Knight Riders,1,1,3,1,1.0,33.33,0,0,0,,0,0,,,0,,14,6,7,1,46.15,13,aedc3b7c,https://a.espncdn.com/i/headshots/cricket/players/full/aedc3b7c.png,https://www.espncricinfo.com/cricketers/ns-naik-aedc3b7c
2020/21,Navdeep Saini,21d4e29b,Royal Challengers Bangalore,13,27,27,1,27.0,100.0,3,0,280,46.67,385,7,40.0,8.25,115,41.07,15,6,8,1,42.86,13,,,
2020/21,P Dubey,ed5a5510,Delhi Capitals,3,7,13,0,,53.85,0,0,48,8.0,72,0,,9.0,12,25.0,17,8,8,1,50.0,17,ed5a5510,https://a.espncdn.com/i/headshots/cricket/players/full/ed5a5510.png,https://www.espncricinfo.com/cricketers/p-dubey-ed5a5510
2020/21,P Simran Singh,9418198b,Kings XI Punjab,2,15,15,2,7.5,100.0,2,0,0,,0,0,,,0,,14,5,7,2,41.67,12,9418198b,https://a.espncdn.com/i/headshots/cricket/players/full/9418198b.png,https://www.espncricinfo.com/cricketers/p-simran-singh-9418198b
2020/21,PJ Cummins,ded9240e,Kolkata Knight Riders,14,146,114,7,20.86,128.07,9,8,312,52.0,409,12,26.0,7.87,133,42.63,14,6,7,1,46.15,13,ded9240e,https://a.espncdn.com/i/headshots/cricket/players/full/ded9240e.png,https://www.espncricinfo.com/cricketers/pj-cummins-ded9240e
2020/21,PK Garg,bb965e9a,Sunrisers Hyderabad,14,133,109,9,14.78,122.02,9,4,0,,0,0,,,0,,16,8,7,1,53.33,17,bb965e9a,https://a.espncdn.com/i/headshots/cricket/players/full/bb965e9a.png,https://www.espncricinfo.com/cricketers/pk-garg-bb965e9a
2020/21,PP Chawla,98ae73b1,Chennai Super Kings,7,0,0,0,,,0,0,126,21.0,191,6,21.0,9.1,37,29.37,14,6,8,0,42.86,12,98ae73b1,https://a.espncdn.com/i/headshots/cricket/players/full/98ae73b1.png,https://www.espncricinfo.com/cricketers/pp-chawla-98ae73b1
2020/21,PP Shaw,8b3e9c7c,Delhi Capitals,13,228,167,13,17.54,136.53,27,8,0,,0,0,,,0,,17,8,8,1,50.0,17,8b3e9c7c,https://a.espncdn.com/i/headshots/cricket/players/full/8b3e9c7c.png,https://www.espncricinfo.com/cricketers/pp-shaw-8b3e9c7c
2020/21,Q de Kock,372455c4,Mumbai Indians,16,506,361,15,33.73,140.17,46,22,0,,0,0,,,0,,16,11,3,2,78.57,24,372455c4,https://a.espncdn.com/i/headshots/cricket/players/full/372455c4.png,https://www.espncricinfo.com/cricketers/q-de-kock-372455c4
2020/21,R Ashwin,495d42a5,Delhi Capitals,15,37,34,3,12.33,108.82,3,1,306,51.0,391,13,23.54,7.67,99,32.35,17,8,8,1,50.0,17,495d42a5,https://a.espncdn.com/i/headshots/cricket/players/full/495d42a5.png,https://www.espncricinfo.com/cricketers/r-ashwin-495d42a5
2020/21,R Parag,04a418e8,Rajasthan Royals,12,86,77,6,14.33,111.69,6,3,12,2.0,27,0,,13.5,3,25.0,14,6,8,0,42.86,12,04a418e8,https://a.espncdn.com/i/headshots/cricket/players/full/04a418e8.png,https://www.espncricinfo.com/cricketers/r-parag-04a418e8
2020/21,R Tewatia,39a2dfa8,Rajasthan Royals,14,255,182,6,42.5,140.11,13,17,276,46.0,326,10,27.6,7.09,94,34.06,14,6,8,0,42.86,12,39a2dfa8,https://a.espncdn.com/i/headshots/cricket/players/full/39a2dfa8.png,https://www.espncricinfo.com/cricketers/r-tewatia-39a2dfa8
2020/21,RA Jadeja,fe93fd9d,Chennai Super Kings,14,232,134,5,46.4,173.13,22,11,218,36.33,318,6,36.33,8.75,56,25.69,14,6,8,0,42.86,12,fe93fd9d,https://a.espncdn.com/i/headshots/cricket/players/full/fe93fd9d.png,https://www.espncricinfo.com/cricketers/ra-jadeja-fe93fd9d
2020/21,RA Tripathi,77255a9e,Kolkata Knight Riders,11,230,181,10,23.0,127.07,21,10,0,,0,0,,,0,,14,6,7,1,46.15,13,77255a9e,https://a.espncdn.com/i/headshots/cricket/players/full/77255a9e.png,https://www.espncricinfo.com/cricketers/ra-tripathi-77255a9e
2020/21,RD Chahar,2ed569a0,Mumbai Indians,15,2,4,0,,50.0,0,0,318,53.0,433,15,21.2,8.17,100,31.45,16,11,3,2,78.57,24,2ed569a0,https://a.espncdn.com/i/headshots/cricket/players/full/2ed569a0.png,https://www.espncricinfo.com/cricketers/rd-chahar-2ed569a0
2020/21,RD Gaikwad,45a43fe2,Chennai Super Kings,6,204,169,3,68.0,120.71,16,6,0,,0,0,,,0,,14,6,8,0,42.86,12,45a43fe2,https://a.espncdn.com/i/headshots/cricket/players/full/45a43fe2.png,https://www.espncricinfo.com/cricketers/rd-gaikwad-45a43fe2
2020/21,RG Sharma,740742ef,Mumbai Indians,12,334,263,15,22.27,127.0,27,19,0,,0,0,,,0,,16,11,3,2,78.57,24,740742ef,https://a.espncdn.com/i/headshots/cricket/players/full/740742ef.png,https://www.espncricinfo.com/cricketers/rg-sharma-740742ef
2020/21,RK Singh,0a509d6b,Kolkata Knight Riders,1,11,11,1,11.0,100.0,1,0,0,,0,0,,,0,,14,6,7,1,46.15,13,0a509d6b,https://a.espncdn.com/i/headshots/cricket/players/full/0a509d6b.png,https://www.espncricinfo.com/cricketers/rk-singh-0a509d6b
2020/21,RR Pant,919a3be2,Delhi Capitals,14,345,300,10,34.5,115.0,32,9,0,,0,0,,,0,,17,8,8,1,50.0,17,919a3be2,https://a.espncdn.com/i/headshots/cricket/players/full/919a3be2.png,https://www.espncricinfo.com/cricketers/rr-pant-919a3be2
2020/21,RV Uthappa,1c17e270,Rajasthan Royals,12,196,164,12,16.33,119.51,19,7,0,,0,0,,,0,,14,6,8,0,42.86,12,1c17e270,https://a.espncdn.com/i/headshots/cricket/players/full/1c17e270.png,https://www.espncricinfo.com/cricketers/rv-uthappa-1c17e270
2020/21,Rashid Khan,5f547c8b,Sunrisers Hyderabad,16,35,29,4,8.75,120.69,3,2,388,64.67,345,20,19.4,5.34,164,42.27,16,8,7,1,53.33,17,5f547c8b,https://a.espncdn.com/i/headshots/cricket/players/full/5f547c8b.png,https://www.espncricinfo.com/cricketers/rashid-khan-5f547c8b
2020/21,Ravi Bishnoi,df064e1a,Kings XI Punjab,14,7,12,1,7.0,58.33,1,0,306,51.0,376,12,25.5,7.37,119,38.89,14,5,7,2,41.67,12,df064e1a,https://a.espncdn.com/i/headshots/cricket/players/full/df064e1a.png,https://www.espncricinfo.com/cricketers/ravi-bishnoi-df064e1a
2020/21,S Dhawan,0a476045,Delhi Capitals,17,618,425,14,44.14,145.41,67,13,0,,0,0,,,0,,17,8,8,1,50.0,17,0a476045,https://a.espncdn.com/i/headshots/cricket/players/full/0a476045.png,https://www.espncricinfo.com/cricketers/s-dhawan-0a476045
2020/21,S Dube,a4e37e47,Royal Challengers Bangalore,11,129,105,7,18.43,122.86,5,9,54,9.0,73,4,13.5,8.11,13,24.07,15,6,8,1,42.86,13,a4e37e47,https://a.espncdn.com/i/headshots/cricket/players/full/a4e37e47.png,https://www.espncricinfo.com/cricketers/s-dube-a4e37e47
2020/21,S Gopal,7a8bd078,Rajasthan Royals,14,37,39,4,9.25,94.87,3,0,300,50.0,427,10,30.0,8.54,84,28.0,14,6,8,0,42.86,12,7a8bd078,https://a.espncdn.com/i/headshots/cricket/players/full/7a8bd078.png,https://www.espncricinfo.com/cricketers/s-gopal-7a8bd078
2020/21,S Kaul,dcf81436,Sunrisers Hyderabad,1,0,0,0,,,0,0,24,4.0,64,2,12.0,16.0,6,25.0,16,8,7,1,53.33,17,dcf81436,https://a.espncdn.com/i/headshots/cricket/players/full/dcf81436.png,https://www.espncricinfo.com/cricketers/s-kaul-dcf81436
2020/21,S Nadeem,9d80c5e1,Sunrisers Hyderabad,7,7,8,1,7.0,87.5,1,0,132,22.0,178,5,26.4,8.09,30,22.73,16,8,7,1,53.33,17,9d80c5e1,https://a.espncdn.com/i/headshots/cricket/players/full/9d80c5e1.png,https://www.espncricinfo.com/cricketers/s-nadeem-9d80c5e1
2020/21,S Sandeep Warrier,cdc6bdba,Kolkata Knight Riders,1,0,0,0,,,0,0,18,3.0,34,0,,11.33,8,44.44,14,6,7,1,46.15,13,cdc6bdba,https://a.espncdn.com/i/headshots/cricket/players/full/cdc6bdba.png,https://www.espncricinfo.com/cricketers/s-sandeep-warrier-cdc6bdba
2020/21,SA Yadav,271f83cd,Mumbai Indians,16,480,330,9,53.33,145.45,61,11,0,,0,0,,,0,,16,11,3,2,78.57,24,271f83cd,https://a.espncdn.com/i/headshots/cricket/players/full/271f83cd.png,https://www.espncricinfo.com/cricketers/sa-yadav-271f83cd
2020/21,SM Curran,e94915e6,Chennai Super Kings,14,186,141,8,23.25,131.91,12,12,252,42.0,344,13,19.38,8.19,87,34.52,14,6,8,0,42.86,12,e94915e6,https://a.espncdn.com/i/headshots/cricket/players/full/e94915e6.png,https://www.espncricinfo.com/cricketers/sm-curran-e94915e6
2020/21,SN Khan,f088b960,Kings XI Punjab,5,33,29,2,16.5,113.79,5,0,0,,0,0,,,0,,14,5,7,2,41.67,12,f088b960,https://a.espncdn.com/i/headshots/cricket/players/full/f088b960.png,https://www.espncricinfo.com/cricketers/sn-khan-f088b960
2020/21,SN Thakur,1abb78f8,Chennai Super Kings,9,12,21,1,12.0,57.14,0,0,194,32.33,275,10,19.4,8.51,65,33.51,14,6,8,0,42.86,12,1abb78f8,https://a.espncdn.com/i/headshots/cricket/players/full/1abb78f8.png,https://www.espncricinfo.com/cricketers/sn-thakur-1abb78f8
2020/21,SO Hetmyer,48a1d7b7,Delhi Capitals,12,185,124,8,23.12,149.19,11,12,0,,0,0,,,0,,17,8,8,1,50.0,17,48a1d7b7,https://a.espncdn.com/i/headshots/cricket/players/full/48a1d7b7.png,https://www.espncricinfo.com/cricketers/so-hetmyer-48a1d7b7
2020/21,SP Goswami,541f85c9,Sunrisers Hyderabad,2,0,4,2,0.0,0.0,0,0,0,,0,0,,,0,,16,8,7,1,53.33,17,541f85c9,https://a.espncdn.com/i/headshots/cricket/players/full/541f85c9.png,https://www.espncricinfo.com/cricketers/sp-goswami-541f85c9
2020/21,SP Narine,9d430b40,Kolkata Knight Riders,10,121,85,9,13.44,142.35,10,8,228,38.0,302,5,45.6,7.95,62,27.19,14,6,7,1,46.15,13,9d430b40,https://a.espncdn.com/i/headshots/cricket/players/full/9d430b40.png,https://www.espncricinfo.com/cricketers/sp-narine-9d430b40
2020/21,SPD Smith,30a45b23,Rajasthan Royals,14,311,235,13,23.92,132.34,32,9,0,,0,0,,,0,,14,6,8,0,42.86,12,30a45b23,https://a.espncdn.com/i/headshots/cricket/players/full/30a45b23.png,https://www.espncricinfo.com/cricketers/spd-smith-30a45b23
2020/21,SR Watson,4329fbb5,Chennai Super Kings,11,299,247,10,29.9,121.05,33,13,0,,0,0,,,0,,14,6,8,0,42.86,12,4329fbb5,https://a.espncdn.com/i/headshots/cricket/players/full/4329fbb5.png,https://www.espncricinfo.com/cricketers/sr-watson-4329fbb5
2020/21,SS Cottrell,a1d053dd,Kings XI Punjab,6,0,2,1,0.0,0.0,0,0,120,20.0,176,6,20.0,8.8,58,48.33,14,5,7,2,41.67,12,a1d053dd,https://a.espncdn.com/i/headshots/cricket/players/full/a1d053dd.png,https://www.espncricinfo.com/cricketers/ss-cottrell-a1d053dd
2020/21,SS Iyer,85ec8e33,Delhi Capitals,17,519,419,16,32.44,123.87,40,16,0,,0,0,,,0,,17,8,8,1,50.0,17,85ec8e33,https://a.espncdn.com/i/headshots/cricket/players/full/85ec8e33.png,https://www.espncricinfo.com/cricketers/ss-iyer-85ec8e33
2020/21,SS Tiwary,709b0bac,Mumbai Indians,7,103,80,5,20.6,128.75,8,3,0,,0,0,,,0,,16,11,3,2,78.57,24,709b0bac,https://a.espncdn.com/i/headshots/cricket/players/full/709b0bac.png,https://www.espncricinfo.com/cricketers/ss-tiwary-709b0bac
2020/21,SV Samson,a4cc73aa,Rajasthan Royals,14,375,234,12,31.25,160.26,21,26,0,,0,0,,,0,,14,6,8,0,42.86,12,a4cc73aa,https://a.espncdn.com/i/headshots/cricket/players/full/a4cc73aa.png,https://www.espncricinfo.com/cricketers/sv-samson-a4cc73aa
2020/21,Sandeep Sharma,ce820073,Sunrisers Hyderabad,13,12,15,2,6.0,80.0,1,0,312,52.0,374,14,22.29,7.19,119,38.14,16,8,7,1,53.33,17,ce820073,https://a.espncdn.com/i/headshots/cricket/players/full/ce820073.png,https://www.espncricinfo.com/cricketers/sandeep-sharma-ce820073
2020/21,Shahbaz Ahmed,f9e6e7ef,Royal Challengers Bangalore,2,1,1,0,,100.0,0,0,36,6.0,44,2,18.0,7.33,8,22.22,15,6,8,1,42.86,13,f9e6e7ef,https://a.espncdn.com/i/headshots/cricket/players/full/f9e6e7ef.png,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-f9e6e7ef
2020/21,Shivam Mavi,c38d3503,Kolkata Knight Riders,8,10,14,2,5.0,71.43,1,0,156,26.0,212,9,17.33,8.15,61,39.1,14,6,7,1,46.15,13,c38d3503,https://a.espncdn.com/i/headshots/cricket/players/full/c38d3503.png,https://www.espncricinfo.com/cricketers/shivam-mavi-c38d3503
2020/21,Shubman Gill,b4b99816,Kolkata Knight Riders,14,440,372,13,33.85,118.28,44,9,0,,0,0,,,0,,14,6,7,1,46.15,13,b4b99816,https://a.espncdn.com/i/headshots/cricket/players/full/b4b99816.png,https://www.espncricinfo.com/cricketers/shubman-gill-b4b99816
2020/21,T Banton,25f7b7d6,Kolkata Knight Riders,2,18,20,2,9.0,90.0,1,1,0,,0,0,,,0,,14,6,7,1,46.15,13,25f7b7d6,https://a.espncdn.com/i/headshots/cricket/players/full/25f7b7d6.png,https://www.espncricinfo.com/cricketers/t-banton-25f7b7d6
2020/21,T Natarajan,ce794613,Sunrisers Hyderabad,16,3,5,0,,60.0,0,0,377,62.83,504,16,23.56,8.02,123,32.63,16,8,7,1,53.33,17,ce794613,https://a.espncdn.com/i/headshots/cricket/players/full/ce794613.png,https://www.espncricinfo.com/cricketers/t-natarajan-ce794613
2020/21,TA Boult,a818c1be,Mumbai Indians,15,0,1,1,0.0,0.0,0,0,348,58.0,472,25,13.92,8.14,156,44.83,16,11,3,2,78.57,24,a818c1be,https://a.espncdn.com/i/headshots/cricket/players/full/a818c1be.png,https://www.espncricinfo.com/cricketers/ta-boult-a818c1be
2020/21,TK Curran,e86754b2,Rajasthan Royals,5,83,62,1,83.0,133.87,5,3,109,18.17,208,3,36.33,11.45,23,21.1,14,6,8,0,42.86,12,e86754b2,https://a.espncdn.com/i/headshots/cricket/players/full/e86754b2.png,https://www.espncricinfo.com/cricketers/tk-curran-e86754b2
2020/21,TU Deshpande,46a9bea1,Delhi Capitals,5,21,12,1,21.0,175.0,2,1,102,17.0,192,3,34.0,11.29,28,27.45,17,8,8,1,50.0,17,46a9bea1,https://a.espncdn.com/i/headshots/cricket/players/full/46a9bea1.png,https://www.espncricinfo.com/cricketers/tu-deshpande-46a9bea1
2020/21,UT Yadav,cc1e8c68,Royal Challengers Bangalore,2,0,2,1,0.0,0.0,0,0,42,7.0,83,0,,11.86,13,30.95,15,6,8,1,42.86,13,cc1e8c68,https://a.espncdn.com/i/headshots/cricket/players/full/cc1e8c68.png,https://www.espncricinfo.com/cricketers/ut-yadav-cc1e8c68
2020/21,V Kohli,ba607b88,Royal Challengers Bangalore,15,471,384,11,42.82,122.66,24,11,0,,0,0,,,0,,15,6,8,1,42.86,13,ba607b88,https://a.espncdn.com/i/headshots/cricket/players/full/ba607b88.png,https://www.espncricinfo.com/cricketers/v-kohli-ba607b88
2020/21,V Shankar,0994d0ae,Sunrisers Hyderabad,7,97,96,4,24.25,101.04,10,1,79,13.17,82,4,19.75,6.23,31,39.24,16,8,7,1,53.33,17,0994d0ae,https://a.espncdn.com/i/headshots/cricket/players/full/0994d0ae.png,https://www.espncricinfo.com/cricketers/v-shankar-0994d0ae
2020/21,VR Aaron,0a3d54b9,Rajasthan Royals,3,1,10,1,1.0,10.0,0,0,48,8.0,94,0,,11.75,19,39.58,14,6,8,0,42.86,12,0a3d54b9,https://a.espncdn.com/i/headshots/cricket/players/full/0a3d54b9.png,https://www.espncricinfo.com/cricketers/vr-aaron-0a3d54b9
2020/21,WP Saha,fe11caa6,Sunrisers Hyderabad,4,214,153,2,107.0,139.87,24,5,0,,0,0,,,0,,16,8,7,1,53.33,17,fe11caa6,https://a.espncdn.com/i/headshots/cricket/players/full/fe11caa6.png,https://www.espncricinfo.com/cricketers/wp-saha-fe11caa6
2020/21,Washington Sundar,f19ccfad,Royal Challengers Bangalore,15,111,95,6,18.5,116.84,10,2,300,50.0,298,8,37.5,5.96,112,37.33,15,6,8,1,42.86,13,f19ccfad,https://a.espncdn.com/i/headshots/cricket/players/full/f19ccfad.png,https://www.espncricinfo.com/cricketers/washington-sundar-f19ccfad
2020/21,YBK Jaiswal,6c19c6e5,Rajasthan Royals,3,40,44,3,13.33,90.91,2,2,0,,0,0,,,0,,14,6,8,0,42.86,12,6c19c6e5,https://a.espncdn.com/i/headshots/cricket/players/full/6c19c6e5.png,https://www.espncricinfo.com/cricketers/ybk-jaiswal-6c19c6e5
2020/21,YS Chahal,57ee1fde,Royal Challengers Bangalore,15,1,3,1,1.0,33.33,0,0,343,57.17,405,21,16.33,7.08,112,32.65,15,6,8,1,42.86,13,57ee1fde,https://a.espncdn.com/i/headshots/cricket/players/full/57ee1fde.png,https://www.espncricinfo.com/cricketers/ys-chahal-57ee1fde
2021,A Mishra,6b19d823,Delhi Capitals,4,0,0,0,,,0,0,84,14.0,109,6,14.0,7.79,25,29.76,16,9,6,1,60.0,19,6b19d823,https://a.espncdn.com/i/headshots/cricket/players/full/6b19d823.png,https://www.espncricinfo.com/cricketers/a-mishra-6b19d823
2021,A Nortje,acdc62f5,Delhi Capitals,8,0,0,0,,,0,0,182,30.33,187,12,15.17,6.16,79,43.41,16,9,6,1,60.0,19,acdc62f5,https://a.espncdn.com/i/headshots/cricket/players/full/acdc62f5.png,https://www.espncricinfo.com/cricketers/a-nortje-acdc62f5
2021,AB de Villiers,c4487b84,Royal Challengers Bangalore,15,313,211,11,28.45,148.34,23,16,0,,0,0,,,0,,15,9,6,0,60.0,18,c4487b84,https://a.espncdn.com/i/headshots/cricket/players/full/c4487b84.png,https://www.espncricinfo.com/cricketers/ab-de-villiers-c4487b84
2021,AD Russell,bbd41817,Kolkata Knight Riders,10,183,117,6,30.5,156.41,14,14,114,19.0,188,11,10.36,9.89,38,33.33,17,9,8,0,52.94,18,bbd41817,https://a.espncdn.com/i/headshots/cricket/players/full/bbd41817.png,https://www.espncricinfo.com/cricketers/ad-russell-bbd41817
2021,AF Milne,350bb1b1,Mumbai Indians,4,16,17,2,8.0,94.12,0,1,84,14.0,131,3,28.0,9.36,28,33.33,14,7,7,0,50.0,14,350bb1b1,https://a.espncdn.com/i/headshots/cricket/players/full/350bb1b1.png,https://www.espncricinfo.com/cricketers/af-milne-350bb1b1
2021,AK Markram,6a26221c,Punjab Kings,6,146,119,5,29.2,122.69,12,4,24,4.0,23,0,,5.75,9,37.5,14,6,8,0,42.86,12,6a26221c,https://a.espncdn.com/i/headshots/cricket/players/full/6a26221c.png,https://www.espncricinfo.com/cricketers/ak-markram-6a26221c
2021,AM Rahane,29e95537,Delhi Capitals,2,8,8,1,8.0,100.0,1,0,0,,0,0,,,0,,16,9,6,1,60.0,19,29e95537,https://a.espncdn.com/i/headshots/cricket/players/full/29e95537.png,https://www.espncricinfo.com/cricketers/am-rahane-29e95537
2021,AR Patel,2e171977,Delhi Capitals,12,40,46,5,8.0,86.96,2,1,282,47.0,312,15,18.8,6.64,99,35.11,16,9,6,1,60.0,19,2e171977,https://a.espncdn.com/i/headshots/cricket/players/full/2e171977.png,https://www.espncricinfo.com/cricketers/ar-patel-2e171977
2021,AT Rayudu,70d205c9,Chennai Super Kings,16,257,167,9,28.56,153.89,16,17,0,,0,0,,,0,,16,11,5,0,68.75,22,70d205c9,https://a.espncdn.com/i/headshots/cricket/players/full/70d205c9.png,https://www.espncricinfo.com/cricketers/at-rayudu-70d205c9
